"response_id","respondent_id","object","originality","utility"
29497,2267,"brick",2,5
24836.3,2062,"brick",2,5
24665,2051,"brick",2,5
24653,2049,"brick",2,5
28068,2193,"brick",2,5
30532,2313,"brick",2,1
32591,2380,"brick",3,3
32439,2374,"brick",3,3
32214,2367,"brick",3,3
32060,2360,"brick",3,3
31614,2349,"brick",3,3
31497,2346,"brick",3,3
31482,2345,"brick",3,3
31077,2329,"brick",3,3
30989,2325,"brick",3,3
30885,2323,"brick",3,3
30715,2317,"brick",3,3
30098,2295,"brick",3,3
30026,2293,"brick",3,3
29693,2276,"brick",3,3
29376,2261,"brick",3,3
28665,2224,"brick",3,3
28536,2219,"brick",3,3
28398,2209,"brick",3,3
28131,2195,"brick",3,3
27648,2168,"brick",3,3
27246,2156,"brick",3,3
26134,2111,"brick",3,3
25856,2101,"brick",3,3
24902,2065,"brick",3,3
24648,2049,"brick",3,3
24383,2035,"brick",3,3
23545,1912,"brick",3,3
28510,2221,"brick",3,3
28058,2192,"brick",3,3
29332,2259,"brick",3,3
25589,2088,"brick",3,3
26441,2127,"brick",3,3
28389,2208,"brick",3,3
23799,2001,"brick",3,3
31813.3,2356,"brick",3,3
31594,2348,"brick",3.5,1.5
27839,2177,"brick",3.5,1.5
25212,2071,"brick",3.5,1.5
28871,2240,"brick",3,3
28252,2201,"brick",3,3
31042,2328,"brick",4,1.5
24440,2037,"brick",2,4.5
25618,2087,"brick",2.5,4.5
31051,2328,"brick",2,4.5
28397,2209,"brick",2,4.5
30202,2299,"brick",2,4.5
29449,2263,"brick",2,4.5
31236,2330,"brick",2,4.5
30088,2295,"brick",2,4.5
30044,2292,"brick",2,4.5
28379,2208,"brick",2,4.5
27769,2174,"brick",2,4.5
27398,2162,"brick",2,4.5
26625,2132,"brick",2,4.5
31289,2331,"brick",2.5,4.5
31821,2356,"brick",2,5
28178,2197,"brick",2,4.5
29096,2246,"brick",2,5
32590,2380,"brick",2.5,3
30094,2295,"brick",2.5,3
28414,2210,"brick",3.5,3
29333,2259,"brick",1.5,0.5
24414,2034,"brick",3,3
24407,2034,"brick",4,4
24186,2020,"brick",4,4
28427,2212,"brick",3,3.5
30523,2313,"brick",0,0
26866,2141,"brick",3.5,4
28905,2243,"brick",2,4
23554,1944,"brick",2,4
23867,2004,"brick",2.5,3
31615,2349,"brick",3,1.5
26163,2113,"brick",1,1.5
29340,2259,"brick",4,1.5
28167,2197,"brick",2,3
27624,2167,"brick",3,3
24192,2020,"brick",2.5,4
28442,2213,"brick",3,3.5
26445,2127,"brick",3,3.5
23770,1998,"brick",3,3.5
31107,2332,"brick",3,3.5
24009,2015,"brick",3,3.5
28277,2202,"brick",3.5,4.5
27656,2168,"brick",3.5,4
23816,2002,"brick",2,4.5
31279,2331,"brick",2,4
29342,2259,"brick",3.5,3
31487,2345,"brick",3,4
30061,2294,"brick",1.5,4.5
30034,2293,"brick",1.5,4.5
29969,2289,"brick",1.5,4.5
28629,2223,"brick",1.5,4.5
27996,2187,"brick",1.5,4.5
24828,2061,"brick",1.5,4.5
29498,2267,"brick",2,4
25868,2101,"brick",2,4
30982,2325,"brick",2,4
28040,2189,"brick",2.5,4
28831,2236,"brick",3.5,4
30398.2,2305,"brick",2.5,3
29499,2267,"brick",3,3
23577,1964,"brick",0,0
30632,2316,"brick",2.5,3
28667,2224,"brick",2.5,3
30032,2293,"brick",2,4.5
28028,2189,"brick",2,4.5
25583,2088,"brick",2,4.5
32588,2380,"brick",2,4.5
32435,2374,"brick",2,4.5
32151,2365,"brick",2,4.5
31658,2350,"brick",2,4.5
31627,2349,"brick",2,4.5
31583,2348,"brick",2,4.5
30267,2302,"brick",2,4.5
28267,2203,"brick",2,4.5
27651,2168,"brick",2,4.5
26865,2141,"brick",2,4.5
26838,2140,"brick",2,4.5
26603,2130,"brick",2,4.5
28392,2208,"brick",2.5,4
31234,2330,"brick",3,4.5
25999.3,2106,"brick",1,5
32208,2367,"brick",1,5
27708,2171,"brick",1,5
28910,2243,"brick",2,4
32434,2374,"brick",1,5
32283,2370,"brick",1,5
31149,2333,"brick",1,5
31034,2328,"brick",1,5
30890,2323,"brick",1,5
30735,2318,"brick",1,5
30625,2316,"brick",1,5
30258,2302,"brick",1,5
29872,2286,"brick",1,5
29790,2281,"brick",1,5
29746.2,2278,"brick",1,5
29621,2273,"brick",1,5
29396,2262,"brick",1,5
29373,2261,"brick",1,5
29281,2258,"brick",1,5
28903,2243,"brick",1,5
28541,2219,"brick",1,5
28341,2207,"brick",1,5
28264,2203,"brick",1,5
27870,2182,"brick",1,5
27622,2167,"brick",1,5
26858.1,2142,"brick",1,5
26792,2138,"brick",1,5
24904,2065,"brick",1,5
24643,2049,"brick",1,5
24403,2034,"brick",1,5
32262,2368,"brick",1,5
32024,2362,"brick",1,5
31098,2332,"brick",1,5
30090,2295,"brick",1,5
29964,2291,"brick",1,5
28470,2215,"brick",1,5
28332,2206,"brick",1,5
28127,2195,"brick",1,5
28113,2194,"brick",1,5
26661,2134,"brick",1,5
26601,2130,"brick",1,5
25898,2103,"brick",1,5
24542,2046,"brick",1,5
23821,2002,"brick",1,5
30037,2293,"brick",1,5
28185,2198,"brick",1,5
28181,2198,"brick",1,5
29953,2288,"brick",1,5
29571,2271,"brick",1,5
28231,2200,"brick",1,5
31775,2355,"brick",1,5
30393,2305,"brick",1,5
26846,2140,"brick",1,5
32215,2367,"brick",4,3.5
24749,2056,"brick",4,3.5
25623,2087,"brick",4,3.5
23814,2001,"brick",4.5,4
26845,2140,"brick",4,3.5
27718,2171,"brick",2,3.5
30889,2323,"brick",3,3
26473,2129,"brick",4,4
31667,2350,"brick",4,4
23653,1989,"brick",0,0
28434,2212,"brick",1.5,1.5
23650,1989,"brick",0,0
28728,2228,"brick",2,4.5
28239.2,2200,"brick",2.5,3.5
28749,2230,"brick",3,4.5
23661,1989,"brick",2.5,0.5
24185,2020,"brick",2.5,3.5
29875,2286,"brick",0,0
23578,1964,"brick",0,0
25911,2103,"brick",2.5,4.5
31284,2331,"brick",2.5,4.5
29279,2258,"brick",2.5,4.5
28435,2212,"brick",3.5,2.5
23803,2001,"brick",2.5,4
28515,2221,"brick",2,5
23812,2001,"brick",4.5,3.5
30520,2313,"brick",0,0
24195,2020,"brick",4,4
31103,2332,"brick",2,4.5
31285,2331,"brick",2,4.5
28232,2200,"brick",2,4.5
29940,2288,"brick",2.5,4.5
29494,2267,"brick",3.5,2.5
31813.4,2356,"brick",3.5,2.5
30776,2320,"brick",3.5,4
24442,2037,"brick",2,4.5
32377,2373,"brick",2,4.5
24657,2049,"brick",2,4.5
26843,2140,"brick",2,4.5
32263,2368,"brick",2,4
31589,2348,"brick",3.5,3.5
28695,2226,"brick",2,4.5
29829,2284,"brick",2,4.5
31075,2329,"brick",2,4.5
28603,2222,"brick",2.5,4.5
32595,2380,"brick",2.5,4
32063,2360,"brick",2.5,4
31039,2328,"brick",2.5,4
30777,2320,"brick",2.5,4
30372,2310,"brick",2.5,4
29818,2284,"brick",2.5,4
29377,2261,"brick",2.5,4
28381,2208,"brick",2.5,4
28253,2201,"brick",2.5,4
28055.1,2191,"brick",2.5,4
28033,2189,"brick",2.5,4
26442,2127,"brick",2.5,4
26128,2111,"brick",2.5,4
24834,2061,"brick",2.5,4
24824,2059,"brick",2.5,4
24501,2043,"brick",2.5,4
24441,2037,"brick",2.5,4
24380,2035,"brick",2.5,4
23864,2004,"brick",2.5,4
24748,2056,"brick",2.5,4.5
29624,2273,"brick",2.5,4.5
29973,2289,"brick",2.5,4.5
24833,2061,"brick",3,3.5
28898,2243,"brick",2,1.5
28008,2187,"brick",2.5,4
27653,2168,"brick",3.5,2.5
31055,2328,"brick",2.5,3.5
29194.9,2255,"brick",2.5,3.5
28516,2221,"brick",2.5,3.5
28530,2219,"brick",2.5,3.5
29202,2255,"brick",2,4
24901,2065,"brick",2,4.5
30030,2293,"brick",2,4.5
32333,2371,"brick",2,4.5
26161,2113,"brick",1,2
28173,2197,"brick",2,4.5
28236,2200,"brick",2,4.5
28727,2228,"brick",2.5,4.5
28002,2187,"brick",2.5,4.5
24405,2034,"brick",2,4.5
24202,2021,"brick",2,4.5
28506,2221,"brick",2,4.5
28408,2210,"brick",2,4.5
28339,2206,"brick",2,4.5
28134,2195,"brick",2,4.5
28000,2187,"brick",2,4.5
26133,2111,"brick",2,4.5
24577,2046,"brick",2,4.5
28234,2200,"brick",2,4.5
31281,2331,"brick",2,5
28169,2197,"brick",2,4.5
31782,2355,"brick",2,5
32332,2371,"brick",2,5
32148,2365,"brick",2,5
32027,2362,"brick",2,5
31052,2328,"brick",2,5
30949,2324,"brick",2,5
29821,2284,"brick",2,5
29785,2281,"brick",2,5
29560,2271,"brick",2,5
29335,2259,"brick",2,5
28744,2230,"brick",2,5
28593,2222,"brick",2,5
28411,2210,"brick",2,5
28276,2202,"brick",2,5
28055.2,2191,"brick",2,5
27959,2186,"brick",2,5
25211,2071,"brick",2,5
24666,2051,"brick",2,5
24654,2049,"brick",2,5
28244,2201,"brick",2,5
27773,2174,"brick",2,4.5
31630,2349,"brick",2,3.5
32150,2365,"brick",4,2.5
31620,2349,"brick",2,4
31621,2349,"brick",2,3.5
30739,2318,"brick",2,3.5
31498,2346,"brick",3,3.5
30991,2325,"brick",3,3.5
29858.3,2287,"brick",3,3.5
29372,2261,"brick",3,3.5
23808,2001,"brick",3,4
27716,2171,"brick",2,3.5
32444,2374,"brick",2.5,4
31336,2339,"brick",2.5,4
31153,2333,"brick",2.5,4
31100,2332,"brick",2.5,4
31290,2331,"brick",2.5,4
30719,2317,"brick",2.5,4
29484,2267,"brick",2.5,4
28473,2215,"brick",2.5,4
28172,2197,"brick",2.5,4
28147,2196,"brick",2.5,4
28037,2189,"brick",2.5,4
25913,2103,"brick",2.5,4
24411,2034,"brick",2.5,4
28466,2215,"brick",2,3.5
26839,2140,"brick",2,4
31785,2355,"brick",2,5
29694,2276,"brick",2,5
28418,2210,"brick",2,5
25906,2103,"brick",2,5
30952,2324,"brick",2,5
27775,2174,"brick",2,4.5
28906,2243,"brick",2.5,5
32291,2370,"brick",2.5,4.5
30304,2307,"brick",2.5,3
30302,2307,"brick",2,5
28238,2200,"brick",2,5
30896,2323,"brick",2,4
31233,2330,"brick",2,5
28394,2209,"brick",2,5
29769,2280,"brick",4,2
25968,2104,"brick",4,2
30529,2313,"brick",1,1.5
31587,2348,"brick",4,2
27833,2177,"brick",2.5,3
31046,2328,"brick",5,1
29963,2291,"brick",2,5
30521,2313,"brick",0,0
24007,2015,"brick",3.5,3
30303,2307,"brick",2,4.5
29786,2281,"brick",2,4.5
29194.7,2255,"brick",2,4.5
28133,2195,"brick",2,4.5
28125,2194,"brick",2,4.5
24754,2056,"brick",2,4.5
29199,2255,"brick",2,4.5
29830,2284,"brick",2,3.5
24903,2065,"brick",2,3.5
31723,2353,"brick",2,4
24543,2046,"brick",2,4
24502,2043,"brick",3,2.5
29691,2276,"brick",2.5,2.5
30779,2320,"brick",3.5,3.5
29567,2271,"brick",3.5,3.5
29819,2284,"brick",2.5,3.5
26950,2146,"brick",2.5,4
28239.1,2200,"brick",2.5,4.5
29095,2246,"brick",2,4.5
24652,2049,"brick",2,4.5
29489,2267,"brick",2,4.5
29826,2284,"brick",2,4.5
27400,2162,"brick",2,4.5
25910,2103,"brick",2,4.5
23807,2001,"brick",4,1.5
28117,2194,"brick",2,4.5
28273,2202,"brick",2,4.5
30803,2321,"brick",2,4.5
28664,2224,"brick",2.5,3.5
28171,2197,"brick",2.5,3.5
23802,2001,"brick",2.5,3
32301,2370,"brick",4,2
30270,2302,"brick",4,2
28669,2224,"brick",4,2
23555,1944,"brick",4,2
28145,2196,"brick",3,3.5
29334,2259,"brick",2.5,4
30805,2321,"brick",3,4.5
27620,2167,"brick",2.5,3
26165,2113,"brick",1,2.5
26615,2132,"brick",2,4.5
24401,2034,"brick",2,4.5
28240,2200,"brick",2,4.5
29568,2271,"brick",2,4.5
31152,2333,"brick",2,4.5
30300,2307,"brick",2,4.5
29959,2291,"brick",2,4.5
29690,2276,"brick",2,4.5
29491,2267,"brick",2,4.5
28490,2216,"brick",2,4.5
31826,2356,"brick",2,4.5
30772,2320,"brick",2,4.5
29749,2279,"brick",2,4.5
28696,2226,"brick",2,4.5
25900,2103,"brick",2,4.5
23822,2002,"brick",2,4.5
28743,2230,"brick",2,4.5
27399,2162,"brick",2,4.5
26127,2111,"brick",2,4.5
31080,2329,"brick",2,4.5
32023,2362,"brick",2,4.5
30809,2321,"brick",2,4.5
28485,2214,"brick",2,4.5
27948,2185,"brick",3,4
31813.2,2356,"brick",2,4.5
31814,2356,"brick",2,4.5
28343,2207,"brick",2,5
30813,2321,"brick",2,4.5
25323,2078,"brick",0,0
29876,2286,"brick",0,0
28282,2204,"brick",0,0
30301,2307,"brick",3.5,4
30101.1,2295,"brick",4,3
24838,2062,"brick",2.5,3
28293,2204,"brick",0,0
31593,2348,"brick",3,4
28292,2204,"brick",0,0
25653,2093,"brick",0,0
27776,2174,"brick",4.5,2.5
29746.8,2278,"brick",3,2.5
25972,2104,"brick",4,3
25663,2093,"brick",1,2
28182,2198,"brick",1.5,1.5
28283,2204,"brick",0,0
28594,2222,"brick",3.5,4
26480,2129,"brick",3.5,4
32285,2370,"brick",3.5,2
25621,2087,"brick",3.5,2.5
30376,2310,"brick",2.5,2.5
32145,2365,"brick",2,4.5
31773,2355,"brick",2,4.5
28730,2228,"brick",2,4.5
28128,2195,"brick",2,4.5
31612,2349,"brick",2,4.5
30091,2295,"brick",2,4.5
29948,2288,"brick",2,4.5
29858.5,2287,"brick",2,4.5
29502,2266,"brick",2,4.5
28630,2223,"brick",2,4.5
28407,2210,"brick",2,4.5
27956,2186,"brick",2,4.5
27944,2185,"brick",2,4.5
31479,2345,"brick",2,4.5
31226,2330,"brick",2,4.5
30895,2323,"brick",2,4.5
29784,2281,"brick",2,4.5
28333,2206,"brick",2,4.5
24016,2015,"brick",2,4.5
31725,2353,"brick",2,4.5
28042,2189,"brick",2,4.5
27848,2178,"brick",2,4.5
29968,2289,"brick",2,4.5
28512,2221,"brick",2,4.5
28287,2204,"brick",0,0
28284,2204,"brick",1.5,2
28290,2204,"brick",0,0
30807,2321,"brick",3,4
28400,2209,"brick",2.5,4
24209,2021,"brick",2,4.5
28909,2243,"brick",2.5,2.5
32065,2360,"brick",3,2.5
29779,2280,"brick",3,2.5
30714,2317,"brick",3,3
30394,2305,"brick",3,3
30194,2299,"brick",3,3
28344,2207,"brick",3.5,3
27850,2178,"brick",3,3
26840,2140,"brick",2.5,3.5
23795,2001,"brick",3,3
32152,2365,"brick",3,3
31823,2356,"brick",3,3
28666,2224,"brick",3,3
27711,2171,"brick",3,3
32382,2373,"brick",3,3
27025,2149,"brick",4.5,2
28535,2219,"brick",1,4.5
28741,2228,"brick",2.5,4
25999.2,2106,"brick",1,4.5
30990,2325,"brick",1,5
28529,2219,"brick",1,5
28067,2193,"brick",2.5,3.5
30741,2318,"brick",3.5,3.5
31586,2348,"brick",3.5,2.5
32335,2371,"brick",3.5,2.5
32066,2360,"brick",3.5,2.5
27950,2185,"brick",3.5,2.5
25222,2073,"brick",3.5,2.5
24018,2015,"brick",3.5,2.5
32442,2374,"brick",3,4
30967,2327,"brick",3,4
30028,2293,"brick",3,4
29858.11,2287,"brick",3,4
28670,2224,"brick",3,4
28390,2208,"brick",3,4
28248,2201,"brick",3,4
28073,2193,"brick",3,4
26858.3,2142,"brick",2,3.5
24646,2049,"brick",2,3.5
29858.4,2287,"brick",1,5
29483,2267,"brick",1,5
28902,2243,"brick",1,5
28525,2219,"brick",1,5
27618,2167,"brick",1,5
26858.5,2142,"brick",1,5
32213,2367,"brick",1,5
30089,2295,"brick",1,5
28739,2228,"brick",1,5
28600,2222,"brick",1,5
29951,2288,"brick",1,5
30740,2318,"brick",1.5,4
24661,2049,"brick",2.5,4.5
30810,2321,"brick",2.5,2.5
24008,2015,"brick",2.5,4
23769,1998,"brick",2.5,3.5
30635,2316,"brick",2.5,4
30263,2302,"brick",3,2.5
23623,1986,"brick",0,0
29565,2271,"brick",0,0
32062,2360,"brick",3,3
24899,2065,"brick",1.5,1.5
29495,2267,"brick",3.5,2
32055,2360,"brick",2,4
31590,2348,"brick",2,4
31096,2332,"brick",2,4
31223,2330,"brick",2,4
30981,2325,"brick",2,4
30621,2316,"brick",2,4
30023,2293,"brick",2,4
30041,2292,"brick",2,4
29937,2288,"brick",2,4
29091,2246,"brick",2,4
28828,2236,"brick",2,4
28723,2228,"brick",2,4
28474,2215,"brick",2,4
28349,2207,"brick",2,4
28066,2193,"brick",2,4
27954,2186,"brick",2,4
27024,2149,"brick",2,4
26467,2129,"brick",2,4
25582,2088,"brick",2,4
24287,2026,"brick",2,4
24011,2015,"brick",2,4
23793,2001,"brick",2,4
28152,2196,"brick",2,4
31228,2330,"brick",2,4.5
30531,2313,"brick",2,1
28347,2207,"brick",2.5,4.5
32329,2371,"brick",2.5,4
29146,2250,"brick",2.5,4
24288,2026,"brick",2.5,4
28338,2206,"brick",2.5,4
25587,2088,"brick",2.5,4
28445,2213,"brick",2.5,3.5
29778,2280,"brick",2.5,3.5
30633,2316,"brick",2,3.5
29151,2250,"brick",2,3.5
28168,2197,"brick",2,3.5
28006,2187,"brick",2,3.5
27028,2149,"brick",2,3.5
28737,2228,"brick",3,2.5
24197,2020,"brick",3,2.5
28509,2221,"brick",3,2.5
30980,2325,"brick",2,4
24188,2020,"brick",2,4
28315,2205,"brick",3,3.5
25590,2088,"brick",3,3.5
24206,2021,"brick",3,3.5
25908,2103,"brick",2.5,4
25322,2078,"brick",0,0
28001,2187,"brick",2,4
25326,2078,"brick",2,1
30398.1,2305,"brick",2,4.5
32298,2370,"brick",3,3.5
32068,2360,"brick",3,3.5
31506,2346,"brick",3,3.5
31490,2345,"brick",3,3.5
30968,2327,"brick",3,3.5
29561,2271,"brick",3,3.5
29338,2259,"brick",3,3.5
29145,2250,"brick",3,3.5
28507,2221,"brick",3,3.5
28543,2219,"brick",3,3.5
28313,2205,"brick",3,3.5
28061,2192,"brick",3,3.5
27715,2171,"brick",3,3.5
25853,2101,"brick",3,3.5
25617,2087,"brick",3,3.5
24584,2046,"brick",3,3.5
24010,2015,"brick",3,3.5
23771,1998,"brick",3,3.5
32299,2370,"brick",3,3
31721,2353,"brick",3,3.5
24208,2021,"brick",3.5,2.5
24384,2035,"brick",3,3.5
23547,1912,"brick",3,3.5
30047,2292,"brick",3,3.5
30038,2293,"brick",3,3.5
29956,2288,"brick",3,3.5
27250,2156,"brick",3,3.5
24752,2056,"brick",3.5,4
31227,2330,"brick",2.5,4
28064,2193,"brick",2.5,4
28041,2189,"brick",2,4.5
28590,2222,"brick",2.5,4.5
28508,2221,"brick",2.5,4.5
26000,2106,"brick",2,4.5
27251,2156,"brick",2.5,4.5
23869,2004,"brick",2.5,4.5
32334,2371,"brick",2.5,4.5
31106,2332,"brick",2.5,4
31416,2342,"brick",2,4.5
29783,2281,"brick",2,4.5
29445,2263,"brick",2,4.5
29277,2258,"brick",2,4.5
28337,2206,"brick",2,4.5
28170,2197,"brick",2,4.5
28069,2193,"brick",2,4.5
27942,2185,"brick",2,4.5
27766,2174,"brick",2,4.5
26468,2129,"brick",2,4.5
23862,2004,"brick",2,4.5
30774,2320,"brick",2,4.5
30043,2292,"brick",2,4.5
24745,2056,"brick",2,4.5
28151,2196,"brick",4,1
23643,1989,"brick",0,0
23655,1989,"brick",0,0
23666,1989,"brick",1.5,1.5
29194.4,2255,"brick",2,4.5
29197,2255,"brick",1.5,4.5
28740,2228,"brick",2,4
29692,2276,"brick",2,3.5
28055.3,2191,"brick",2,3.5
25217,2071,"brick",2,3.5
29793,2281,"brick",2.5,4
30097,2295,"brick",2.5,4
23654,1989,"brick",0,0
29952,2288,"brick",1.5,4.5
30971,2325,"brick",1.5,4.5
30716,2317,"brick",1.5,4.5
30293,2303,"brick",1.5,4.5
29147,2250,"brick",1.5,4.5
28469,2215,"brick",1.5,4.5
27849,2178,"brick",1.5,4.5
25220,2073,"brick",1.5,4.5
25655,2093,"brick",0,0
31622,2349,"brick",2,3.5
23649,1989,"brick",1,1
31335,2339,"brick",1,5
29866,2286,"brick",1,5
28179,2198,"brick",1,5
27707,2171,"brick",1,5
23642,1989,"brick",1,5
26659,2134,"brick",1,4.5
30404.2,2305,"brick",3,3.5
23640,1989,"brick",1.5,4
29873,2286,"brick",1,4
29341,2259,"brick",3,2.5
23646,1989,"brick",2.5,2
28746,2230,"brick",3.5,2.5
23824,2002,"brick",2.5,3
31346,2339,"brick",3,3
29865,2286,"brick",0,0
28243,2201,"brick",2,4
26656,2134,"brick",2.5,4
29336,2259,"brick",2,4
32587,2380,"brick",2,4
28869,2240,"brick",2,4
32586,2380,"brick",2.5,3.5
32290,2370,"brick",2.5,3.5
31624,2349,"brick",2.5,3.5
31041,2328,"brick",2.5,3.5
30984,2325,"brick",2.5,3.5
30887,2323,"brick",2.5,3.5
30370,2310,"brick",2.5,3.5
29858.8,2287,"brick",2.5,3.5
29827,2284,"brick",2.5,3.5
29746.6,2278,"brick",2.5,3.5
28900,2243,"brick",2.5,3.5
28631,2223,"brick",2.5,3.5
28528,2219,"brick",2.5,3.5
28376,2208,"brick",2.5,3.5
28311,2205,"brick",2.5,3.5
27829,2177,"brick",2.5,3.5
27026,2149,"brick",2.5,3.5
26606,2130,"brick",2.5,3.5
25866,2101,"brick",2.5,3.5
24825,2059,"brick",2.5,3.5
24662,2051,"brick",2.5,3.5
24551,2046,"brick",2.5,3.5
29570,2271,"brick",2.5,3.5
24655,2049,"brick",2.5,3.5
28595,2222,"brick",2.5,3.5
30978,2325,"brick",1,5
28532,2219,"brick",1,5
28374,2208,"brick",1,5
28266,2203,"brick",1,5
28118,2194,"brick",1,5
24906,2065,"brick",1,5
31600,2348,"brick",1,5
26949,2146,"brick",1,5
24746,2056,"brick",3,3.5
28291,2204,"brick",0,0
25654,2093,"brick",0,0
30883,2323,"brick",3,2.5
31663,2350,"brick",2.5,3.5
31481,2345,"brick",1,5
30976,2325,"brick",1,5
30737,2318,"brick",1,5
30627,2316,"brick",1,5
29965,2291,"brick",1,5
29620,2273,"brick",1,5
29493,2267,"brick",1,5
29288,2258,"brick",1,5
27619,2167,"brick",1,5
26858.2,2142,"brick",1,5
26795,2138,"brick",1,5
29970,2289,"brick",1,5
29201,2255,"brick",1,5
28492,2216,"brick",1,5
25665,2093,"brick",0.5,2.5
24443,2037,"brick",2,3.5
24410,2034,"brick",2,3.5
28274,2202,"brick",2,3.5
24660,2049,"brick",2,3.5
29946,2288,"brick",2,3.5
28071,2193,"brick",2,3.5
25970,2104,"brick",2,3.5
29149,2250,"brick",1,2
25657,2093,"brick",0,0
28281,2204,"brick",0,0
25669,2093,"brick",0,0
32594,2380,"brick",2.5,3.5
32295,2370,"brick",2.5,3.5
31503,2346,"brick",2.5,3.5
31040,2328,"brick",2.5,3.5
30983,2325,"brick",2.5,3.5
30886,2323,"brick",2.5,3.5
30371,2310,"brick",2.5,3.5
29405,2262,"brick",2.5,3.5
28899,2243,"brick",2.5,3.5
28868,2240,"brick",2.5,3.5
28661,2224,"brick",2.5,3.5
28632,2223,"brick",2.5,3.5
28526,2219,"brick",2.5,3.5
28438,2213,"brick",2.5,3.5
28377,2208,"brick",2.5,3.5
26605,2130,"brick",2.5,3.5
26129,2111,"brick",2.5,3.5
25901,2103,"brick",2.5,3.5
25867,2101,"brick",2.5,3.5
24663,2051,"brick",2.5,3.5
24548,2046,"brick",2.5,3.5
23865,2004,"brick",2.5,3.5
31488,2345,"brick",2,4.5
25592,2088,"brick",2,4.5
24587,2046,"brick",2.5,4
28237,2200,"brick",2,4
31081,2329,"brick",3.5,4
29381,2261,"brick",2,4
24446,2037,"brick",2,4.5
29559,2271,"brick",2,4.5
29093,2246,"brick",2.5,3.5
28122,2194,"brick",2.5,3.5
26657,2134,"brick",2.5,3.5
23660,1989,"brick",1.5,0.5
23668,1989,"brick",1.5,0.5
23667,1989,"brick",0,0
27835,2177,"brick",3,4.5
32384,2373,"brick",3,4.5
27837,2177,"brick",2.5,4
25659,2093,"brick",0,0
23658,1989,"brick",2.5,0.5
23662,1989,"brick",2,0.5
28340,2206,"brick",4.5,2
28907,2243,"brick",1,5
30259,2302,"brick",1,5
29200,2255,"brick",1,5
26602,2130,"brick",1,5
31339,2339,"brick",1,5
24408,2034,"brick",2,5
28136,2195,"brick",3,4.5
28175,2197,"brick",3,4.5
32067,2360,"brick",2,4.5
30294,2303,"brick",2,4.5
25967,2104,"brick",2,4
29623,2273,"brick",2,5
28251,2201,"brick",2,5
28412,2210,"brick",2,5
31408.1,2342,"brick",3,4.5
30775,2320,"brick",3,4.5
30046,2292,"brick",3,3.5
29285,2258,"brick",3,3.5
27778,2174,"brick",3,4.5
25585,2088,"brick",3,4.5
24017,2015,"brick",3,3.5
28378,2208,"brick",3.5,4.5
31778,2355,"brick",3.5,4.5
27874,2182,"brick",4,4.5
28044,2189,"brick",3.5,4.5
32383,2373,"brick",5,1
31343,2339,"brick",5,1
28383,2208,"brick",5,1
28342,2207,"brick",3,3.5
25213,2071,"brick",2.5,3.5
28486,2214,"brick",2.5,4.5
31486,2345,"brick",3,3
30308,2307,"brick",3.5,3
25588,2088,"brick",3,3
32296,2370,"brick",1.5,4.5
23811,2001,"brick",2.5,4
26948,2146,"brick",1.5,3.5
23576,1964,"brick",0,0
30526,2313,"brick",0,0
23580,1964,"brick",0,0
29958,2291,"brick",2.5,3.5
27852,2178,"brick",2.5,3.5
30892,2323,"brick",1.5,4
29492,2267,"brick",1.5,4
28542,2219,"brick",1.5,4
27873,2182,"brick",1.5,4
25909,2103,"brick",1.5,4.5
25852,2101,"brick",1.5,4
31099,2332,"brick",1.5,4.5
30392,2305,"brick",1.5,4.5
29960,2291,"brick",1.5,4.5
28589,2222,"brick",1.5,4.5
28497,2217,"brick",1.5,4.5
28409,2210,"brick",1.5,4.5
28142,2196,"brick",1.5,4.5
28062,2192,"brick",1.5,4.5
27405,2162,"brick",1.5,4.5
26847,2140,"brick",1.5,4
28351,2207,"brick",2,4
31783,2355,"brick",2.5,4
28176,2197,"brick",2.5,4.5
28015,2188,"brick",2.5,4.5
28838,2236,"brick",2.5,4.5
32292,2370,"brick",1.5,4.5
31331,2339,"brick",1.5,4.5
30882,2323,"brick",1.5,4.5
29770,2280,"brick",1.5,4.5
29746.7,2278,"brick",1.5,4.5
29398,2262,"brick",1.5,4.5
28904,2243,"brick",1.5,4.5
26868,2141,"brick",1.5,4.5
28732,2228,"brick",1.5,4.5
31053,2328,"brick",1.5,4.5
29822,2284,"brick",1.5,4.5
28129,2195,"brick",2,4.5
28514,2221,"brick",1.5,4.5
32303,2370,"brick",3,2.5
28148,2196,"brick",3,3
28597,2222,"brick",3,4
29397,2262,"brick",0,0
31722,2353,"brick",2.5,4.5
31500,2346,"brick",2.5,3
29860,2286,"brick",2.5,3
29194.2,2255,"brick",2.5,3
26797,2138,"brick",2.5,3
32266,2368,"brick",1.5,5
25865,2101,"brick",3.5,2.5
31776,2355,"brick",1.5,5
29196,2255,"brick",1.5,4.5
27714,2171,"brick",1.5,5
27623,2167,"brick",1.5,4.5
32265,2368,"brick",2,4.5
29966,2291,"brick",2,4.5
24668,2051,"brick",2,5
24444,2037,"brick",2,5
29824,2284,"brick",2,5
28484,2214,"brick",2.5,3.5
32028,2362,"brick",0,0
28146,2196,"brick",3,4
28235,2200,"brick",4,3.5
26164,2113,"brick",1,2
26166,2113,"brick",1.5,2.5
26167,2113,"brick",1.5,2
28230,2200,"brick",4,4.5
29446,2263,"brick",2,4
28011,2188,"brick",2.5,4
28013,2188,"brick",2,4
27772,2174,"brick",2,4
